method	samples	SNVs	clusters	coverage	seed	ARI	RI	dist	recall	precision	inferred_clusters
DECIFER	3	500	4	200	11	0.88140680745	0.955623246493	0.00486183333333	0.911076794389	0.910842365958	4
DECIFER	3	500	4	200	12	1.0	1.0	0.0324229362963	1.0	1.0	5
DECIFER	3	500	4	200	13	0.983536601532	0.993779559118	0.0578610833333	0.979469928003	0.996067397768	8
DECIFER	3	500	4	200	14	1.0	1.0	0.00727636666667	1.0	1.0	4
DECIFER	3	500	4	200	15	0.994517099855	0.997947895792	0.00312714333333	0.995883847316	0.995883847316	4
DECIFER	3	500	4	200	16	1.0	1.0	0.00191215	1.0	1.0	4
DECIFER	3	500	4	200	17	0.995080840147	0.998156312625	0.00840502222222	0.992646353551	1.0	5
DECIFER	3	500	4	200	18	0.989325098068	0.996008016032	0.00381925833333	0.991695368075	0.992270282457	4
DECIFER	3	500	4	200	19	0.957594646577	0.984080160321	0.004812125	0.967749160134	0.968678943155	4
DECIFER	3	500	4	200	2	0.861080782369	0.94920240481	0.00717285925926	0.865024154589	0.926012756421	5
DECIFER	3	500	4	200	20	0.985618175919	0.994581162325	0.0301157	0.97876830997	0.999935635439	7
DECIFER	3	500	4	200	3	0.963217840818	0.98625250501	0.003949	0.972195373413	0.972540045767	4
DECIFER	3	500	4	200	4	0.923137020521	0.971270541082	0.02529642	0.940531326386	0.943992510814	6
DECIFER	3	500	4	200	5	0.99486068954	0.998076152305	0.00622068888889	0.992313851081	1.0	5
DECIFER	3	500	4	200	6	0.925015741825	0.971983967936	0.0318874074074	0.943339671899	0.94397858479	5
DECIFER	3	500	4	200	7	0.990009212789	0.996280561122	0.0215302824242	0.985071745705	1.0	7
DECIFER	3	500	4	200	8	0.979971185049	0.99246492986	0.00405716666667	0.985128450614	0.98487700603	4
DECIFER	3	500	4	200	9	0.79923145463	0.928689378758	0.0325796333333	0.780621924945	0.921287335383	6
DECIFER	3	50	4	200	1	0.750139069164	0.892244897959	0.018918047619	1.0	0.701357466063	3
DECIFER	3	50	4	200	10	1.0	1.0	0.0152864166667	1.0	1.0	4
DECIFER	3	50	4	200	11	0.812482915718	0.931428571429	0.0205418333333	0.872413793103	0.843333333333	4
DECIFER	3	50	4	200	12	1.0	1.0	0.0123846333333	1.0	1.0	4
DECIFER	3	50	4	200	13	0.937298873444	0.974693877551	0.0203049583333	0.939828080229	0.970414201183	4
DECIFER	3	50	4	200	14	1.0	1.0	0.0191544666667	1.0	1.0	4
DECIFER	3	50	4	200	15	1.0	1.0	0.0128464733333	1.0	1.0	4
DECIFER	3	50	4	200	16	1.0	1.0	0.0117667083333	1.0	1.0	4
DECIFER	3	50	4	200	17	1.0	1.0	0.012756625	1.0	1.0	4
DECIFER	3	50	4	200	18	0.956534851952	0.983673469388	0.021536975	0.958064516129	0.976973684211	4
DECIFER	3	50	4	200	19	0.897235135796	0.960816326531	0.013980125	0.90625	0.941558441558	4
DECIFER	3	50	4	200	2	0.951979206613	0.981224489796	0.0126150083333	0.969230769231	0.960365853659	4
DECIFER	3	50	4	200	20	1.0	1.0	0.00781439166667	1.0	1.0	4
DECIFER	3	50	4	200	3	1.0	1.0	0.0101938333333	1.0	1.0	4
DECIFER	3	50	4	200	4	0.896340364161	0.962448979592	0.0142397	0.930555555556	0.91156462585	4
DECIFER	3	50	4	200	5	1.0	1.0	0.007780375	1.0	1.0	4
DECIFER	3	50	4	200	6	0.943371334694	0.978775510204	0.0144491666667	0.963815789474	0.951298701299	4
DECIFER	3	50	4	200	7	1.0	1.0	0.00942713833333	1.0	1.0	4
DECIFER	3	50	4	200	8	1.0	1.0	0.0116758333333	1.0	1.0	4
DECIFER	3	50	4	200	9	0.714686737683	0.875918367347	0.0276475714286	0.944785276074	0.696832579186	3
DECIFER	3	100	5	200	1	0.916503975284	0.973535353535	0.00977158666667	0.933469805527	0.932515337423	5
DECIFER	3	100	5	200	10	0.925485307934	0.975353535354	0.0133626642424	0.928503336511	0.953966699314	6
DECIFER	3	100	5	200	11	0.893492298767	0.967676767677	0.0150652944444	0.853090172239	0.982497082847	7
DECIFER	3	100	5	200	12	0.819004493272	0.936565656566	0.016983162963	0.985581874356	0.761336515513	4
DECIFER	3	100	5	200	13	0.928792823825	0.976565656566	0.0122834066667	0.951913640824	0.935390549662	5
DECIFER	3	100	5	200	14	0.801646071925	0.935555555556	0.00914609333333	0.885416666667	0.802644003777	5
DECIFER	3	100	5	200	15	0.976045164576	0.992525252525	0.012585972	0.981191222571	0.980167014614	5
DECIFER	3	100	5	200	16	0.681265494038	0.890909090909	0.0139956274	0.804154302671	0.703896103896	5
DECIFER	3	100	5	200	17	0.805824869338	0.938181818182	0.01488903	0.869109947644	0.82096933729	5
DECIFER	3	100	5	200	18	0.733292160881	0.903838383838	0.0199302325926	0.937691521961	0.688672168042	4
DECIFER	3	100	5	200	19	1.0	1.0	0.00548718	1.0	1.0	5
DECIFER	3	100	5	200	2	0.780638946979	0.926666666667	0.00895776	0.864541832669	0.792694063927	5
DECIFER	3	100	5	200	20	0.823293230884	0.945252525253	0.0181974060606	0.842487046632	0.872317596567	6
DECIFER	3	100	5	200	3	0.823737354578	0.938181818182	0.0103884222222	1.0	0.758484609313	4
DECIFER	3	100	5	200	4	1.0	1.0	0.0103539	1.0	1.0	5
DECIFER	3	100	5	200	5	1.0	1.0	0.008476494	1.0	1.0	5
DECIFER	3	100	5	200	6	0.958293542371	0.987070707071	0.0115084090909	0.934760448522	1.0	6
DECIFER	3	100	5	200	7	0.66640814129	0.891515151515	0.0177576330303	0.748237663646	0.721359223301	6
DECIFER	3	100	5	200	8	1.0	1.0	0.00478291	1.0	1.0	5
DECIFER	3	100	5	200	9	1.0	1.0	0.00506194933333	1.0	1.0	5
DECIFER	3	500	5	200	1	0.866775765778	0.95903006012	0.0199718388889	0.847968492545	0.940788300339	7
DECIFER	3	500	5	200	10	0.938098182219	0.98004008016	0.0278931238889	0.948910891089	0.952305246423	7
DECIFER	3	500	5	200	11	0.925551107312	0.976713426854	0.006445	0.916784203103	0.964391691395	6
DECIFER	3	500	5	200	12	0.836061248038	0.947430861723	0.00561912	0.870191730377	0.867691079625	5
DECIFER	3	500	5	200	13	0.770826857268	0.931134268537	0.0172217571429	0.740434332989	0.90014989604	9
DECIFER	3	500	5	200	14	0.749203434569	0.905138276553	0.00873493333333	1.0	0.679712027715	4
DECIFER	3	500	5	200	15	0.986460323555	0.995671342685	0.00460596133333	0.989085510212	0.989244291046	5
DECIFER	3	500	5	200	16	0.812896255752	0.942517034068	0.0115014004359	0.801720688275	0.900408970383	8
DECIFER	3	500	5	200	17	0.989597955047	0.99669739479	0.0420950217949	0.983451156812	1.0	8
DECIFER	3	500	5	200	18	0.796284102449	0.939398797595	0.0142078441026	0.755314881669	0.928043371119	8
DECIFER	3	500	5	200	19	0.973466108624	0.991486973948	0.00507106	0.978088205947	0.979495583357	5
DECIFER	3	500	5	200	2	0.856493528423	0.954428857715	0.0206506307692	0.8812452115	0.888590713182	8
DECIFER	3	500	5	200	20	0.964703532278	0.988585170341	0.00463405333333	0.972132184362	0.971594500632	5
DECIFER	3	500	5	200	3	0.789505763144	0.929755511022	0.01135602	0.885796003867	0.787656266791	5
DECIFER	3	500	5	200	4	0.929330649494	0.978148296593	0.0216462944444	0.895359961732	0.995523446503	7
DECIFER	3	500	5	200	5	0.987586245114	0.996072144289	0.00412037393939	0.980260242517	1.0	6
DECIFER	3	500	5	200	6	0.992412469378	0.997587174349	0.0334719948718	0.991892872988	0.995950105297	8
DECIFER	3	500	5	200	7	0.76239584708	0.925322645291	0.0151760357576	0.794972157211	0.823069852941	6
DECIFER	3	500	5	200	8	0.99498409656	0.998396793587	0.00317943133333	0.996145661862	0.995825807746	5
DECIFER	3	500	5	200	9	0.990212620306	0.996881763527	0.00429671733333	0.992058693111	0.992258688815	5
DECIFER	3	50	5	200	1	0.678117596382	0.900408163265	0.0290725166667	0.692	0.793577981651	7
DECIFER	3	50	5	200	10	0.698293555386	0.897142857143	0.0187924973333	0.755555555556	0.772727272727	5
DECIFER	3	50	5	200	11	0.954224621133	0.985306122449	0.01307292	0.979338842975	0.948	5
DECIFER	3	50	5	200	12	1.0	1.0	0.0163533866667	1.0	1.0	5
DECIFER	3	50	5	200	13	0.909777204935	0.967346938776	0.0187930814815	1.0	0.870967741935	4
DECIFER	3	50	5	200	14	0.721600495851	0.892244897959	0.0186452148148	1.0	0.652631578947	4
DECIFER	3	50	5	200	15	0.9026692033	0.970612244898	0.0163142946667	0.924778761062	0.916666666667	5
DECIFER	3	50	5	200	16	0.663647648917	0.884081632653	0.0160693207333	0.719424460432	0.757575757576	5
DECIFER	3	50	5	200	17	0.880439625724	0.962448979592	0.0192358766667	0.90756302521	0.9	5
DECIFER	3	50	5	200	18	0.771817931199	0.918367346939	0.0195513496296	1.0	0.698795180723	4
DECIFER	3	50	5	200	19	1.0	1.0	0.0147399	1.0	1.0	5
DECIFER	3	50	5	200	2	0.951752158456	0.984489795918	0.0151265666667	0.967346938776	0.95564516129	5
DECIFER	3	50	5	200	20	0.887964636457	0.965714285714	0.00681218666667	0.905172413793	0.913043478261	5
DECIFER	3	50	5	200	3	0.705507064132	0.89387755102	0.019772837037	0.960526315789	0.644117647059	4
DECIFER	3	50	5	200	4	0.95336373327	0.985306122449	0.01126418	0.970588235294	0.954545454545	5
DECIFER	3	50	5	200	5	1.0	1.0	0.0172316433333	1.0	1.0	5
DECIFER	3	50	5	200	6	0.768707079317	0.914285714286	0.019341162963	1.0	0.699140401146	4
DECIFER	3	50	5	200	7	0.840193072859	0.947755102041	0.0158142326667	0.909090909091	0.839694656489	5
DECIFER	3	50	5	200	8	0.948074256337	0.982857142857	0.0100762433333	0.953307392996	0.964566929134	5
DECIFER	3	50	5	200	9	0.97748672176	0.992653061224	0.0408821893333	0.96484375	1.0	10
DECIFER	4	100	3	200	1	1.0	1.0	0.00541401666667	1.0	1.0	3
DECIFER	4	100	3	200	10	0.94902253236	0.976565656566	0.00944775	0.979428571429	0.955406911929	3
DECIFER	4	100	3	200	11	1.0	1.0	0.00568771666667	1.0	1.0	3
DECIFER	4	100	3	200	12	1.0	1.0	0.01369005	1.0	1.0	3
DECIFER	4	100	3	200	13	1.0	1.0	0.00774085833333	1.0	1.0	3
DECIFER	4	100	3	200	14	0.96725286248	0.985454545455	0.008077775	0.978749241044	0.977562158884	3
DECIFER	4	100	3	200	15	0.954134004518	0.98	0.00751494642857	0.93956043956	1.0	4
DECIFER	4	100	3	200	16	1.0	1.0	0.00452149166667	1.0	1.0	3
DECIFER	4	100	3	200	17	1.0	1.0	0.00799148333333	1.0	1.0	3
DECIFER	4	100	3	200	18	1.0	1.0	0.0102331666667	1.0	1.0	3
DECIFER	4	100	3	200	19	1.0	1.0	0.00511709166667	1.0	1.0	3
DECIFER	4	100	3	200	2	0.556368789697	0.801616161616	0.0639794375	0.674698795181	0.739157762414	5
DECIFER	4	100	3	200	20	0.906845516878	0.958787878788	0.01504825	0.93876301286	0.936469150886	3
DECIFER	4	100	3	200	3	0.969265810107	0.986464646465	0.00585171833333	0.978421701603	0.980234712786	3
DECIFER	4	100	3	200	4	0.841093515719	0.929696969697	0.011474475	0.900184842884	0.887067395264	3
DECIFER	4	100	3	200	5	1.0	1.0	0.0106053833333	1.0	1.0	3
DECIFER	4	100	3	200	6	1.0	1.0	0.00923266666667	1.0	1.0	3
DECIFER	4	100	3	200	7	1.0	1.0	0.00631916666667	1.0	1.0	3
DECIFER	4	100	3	200	8	1.0	1.0	0.00721135833333	1.0	1.0	3
DECIFER	4	100	3	200	9	1.0	1.0	0.00723325	1.0	1.0	3
DECIFER	4	500	3	200	1	1.0	1.0	0.00298551666667	1.0	1.0	3
DECIFER	4	500	3	200	10	1.0	1.0	0.00250203333333	1.0	1.0	3
DECIFER	4	500	3	200	11	1.0	1.0	0.00490201666667	1.0	1.0	3
DECIFER	4	500	3	200	12	0.954668879562	0.980048096192	0.01204195625	0.940739506202	1.0	5
DECIFER	4	500	3	200	13	0.997621883167	0.998933867735	0.03561964375	0.996862171472	1.0	5
DECIFER	4	500	3	200	14	1.0	1.0	0.002715225	1.0	1.0	3
DECIFER	4	500	3	200	15	1.0	1.0	0.0169045821429	1.0	1.0	4
DECIFER	4	500	3	200	16	0.993982086345	0.997330661323	0.004093875	0.995944086333	0.99601622483	3
DECIFER	4	500	3	200	17	1.0	1.0	0.00855968333333	1.0	1.0	3
DECIFER	4	500	3	200	18	1.0	1.0	0.00356616666667	1.0	1.0	3
DECIFER	4	500	3	200	19	1.0	1.0	0.005965425	1.0	1.0	3
DECIFER	4	500	3	200	2	0.679178356013	0.857683366733	0.00590983333333	0.785809130634	0.785619463687	3
DECIFER	4	500	3	200	20	0.943352676941	0.974605210421	0.00565841666667	0.963798121288	0.961341483562	3
DECIFER	4	500	3	200	3	0.976285787934	0.989450901804	0.002926885	0.984937660653	0.983472858548	3
DECIFER	4	500	3	200	4	0.925333282819	0.966861723447	0.00325104166667	0.951184181937	0.949121919491	3
DECIFER	4	500	3	200	5	1.0	1.0	0.00398861666667	1.0	1.0	3
DECIFER	4	500	3	200	6	1.0	1.0	0.00385316666667	1.0	1.0	3
DECIFER	4	500	3	200	7	0.996979809799	0.998661322645	0.00496919285714	0.99597036894	1.0	4
DECIFER	4	500	3	200	8	0.94844689218	0.977394789579	0.00635967857143	0.932634194119	1.0	4
DECIFER	4	500	3	200	9	1.0	1.0	0.00488291666667	1.0	1.0	3
DECIFER	4	50	3	200	1	1.0	1.0	0.0124713166667	1.0	1.0	3
DECIFER	4	50	3	200	10	1.0	1.0	0.00896553333333	1.0	1.0	3
DECIFER	4	50	3	200	11	1.0	1.0	0.0124297166667	1.0	1.0	3
DECIFER	4	50	3	200	12	1.0	1.0	0.01226045	1.0	1.0	3
DECIFER	4	50	3	200	13	1.0	1.0	0.0141751916667	1.0	1.0	3
DECIFER	4	50	3	200	14	1.0	1.0	0.0108619416667	1.0	1.0	3
DECIFER	4	50	3	200	15	0.920338033054	0.965714285714	0.00872341785714	0.89603960396	1.0	4
DECIFER	4	50	3	200	16	1.0	1.0	0.016875125	1.0	1.0	3
DECIFER	4	50	3	200	17	1.0	1.0	0.01738085	1.0	1.0	3
DECIFER	4	50	3	200	18	1.0	1.0	0.0161461666667	1.0	1.0	3
DECIFER	4	50	3	200	19	1.0	1.0	0.0114952416667	1.0	1.0	3
DECIFER	4	50	3	200	2	0.602480301596	0.822857142857	0.0113905	0.738386308068	0.733009708738	3
DECIFER	4	50	3	200	20	0.868340916419	0.941224489796	0.00699608333333	0.912621359223	0.912621359223	3
DECIFER	4	50	3	200	3	0.940296325178	0.97387755102	0.009350115	0.964467005076	0.954773869347	3
DECIFER	4	50	3	200	4	1.0	1.0	0.00816720833333	1.0	1.0	3
DECIFER	4	50	3	200	5	0.941968945172	0.974693877551	0.0167401166667	0.961832061069	0.959390862944	3
DECIFER	4	50	3	200	6	1.0	1.0	0.0136751666667	1.0	1.0	3
DECIFER	4	50	3	200	7	1.0	1.0	0.00577795	1.0	1.0	3
DECIFER	4	50	3	200	8	1.0	1.0	0.00827975	1.0	1.0	3
DECIFER	4	50	3	200	9	1.0	1.0	0.01002025	1.0	1.0	3
DECIFER	4	100	4	200	1	0.877471420987	0.956767676768	0.01624687	0.826720647773	1.0	6
DECIFER	4	100	4	200	10	0.977654027596	0.991515151515	0.0084325	0.98023715415	0.986475735879	4
DECIFER	4	100	4	200	11	1.0	1.0	0.0072245	1.0	1.0	4
DECIFER	4	100	4	200	12	0.940469575454	0.978181818182	0.00951318	0.91353082466	1.0	5
DECIFER	4	100	4	200	13	0.875071911393	0.954747474747	0.00983942722222	0.825409197194	1.0	5
DECIFER	4	100	4	200	14	1.0	1.0	0.00961676875	1.0	1.0	4
DECIFER	4	100	4	200	15	1.0	1.0	0.0100562175	1.0	1.0	4
DECIFER	4	100	4	200	16	0.97563981069	0.990707070707	0.0083469875	0.984214680347	0.979575805185	4
DECIFER	4	100	4	200	17	1.0	1.0	0.0089207	1.0	1.0	4
DECIFER	4	100	4	200	18	0.939204195888	0.978181818182	0.03914066	0.910964550701	1.0	6
DECIFER	4	100	4	200	19	1.0	1.0	0.0139186	1.0	1.0	4
DECIFER	4	100	4	200	2	1.0	1.0	0.00912841875	1.0	1.0	4
DECIFER	4	100	4	200	20	0.972900907167	0.989696969697	0.0080173875	0.98253968254	0.977111286504	4
DECIFER	4	100	4	200	3	0.97427351571	0.990505050505	0.00711229375	0.979338842975	0.981772990886	4
DECIFER	4	100	4	200	4	1.0	1.0	0.0074178375	1.0	1.0	4
DECIFER	4	100	4	200	5	0.915200800157	0.968484848485	0.01552730625	0.936117936118	0.936117936118	4
DECIFER	4	100	4	200	6	1.0	1.0	0.0424639222222	1.0	1.0	5
DECIFER	4	100	4	200	7	1.0	1.0	0.006623511875	1.0	1.0	4
DECIFER	4	100	4	200	8	1.0	1.0	0.0066917	1.0	1.0	4
DECIFER	4	100	4	200	9	1.0	1.0	0.0079036875	1.0	1.0	4
DECIFER	4	500	4	200	1	0.994529067025	0.997947895792	0.003735425	0.995514401974	0.996280501491	4
DECIFER	4	500	4	200	10	0.977248259075	0.99153507014	0.025421495	0.966311491099	1.0	6
DECIFER	4	500	4	200	11	0.968384259179	0.988168336673	0.004849	0.976578083778	0.975950099672	4
DECIFER	4	500	4	200	12	0.99377964701	0.997659318637	0.00822906888889	0.990728687093	1.0	5
DECIFER	4	500	4	200	13	0.994092981359	0.997763527054	0.00556984375	0.996016188188	0.995166640341	4
DECIFER	4	500	4	200	14	0.920849239134	0.971462925852	0.038330025	0.885769292476	1.0	7
DECIFER	4	500	4	200	15	0.997239950196	0.998965931864	0.0499231854545	0.995866576949	1.0	7
DECIFER	4	500	4	200	16	0.944666061983	0.979791583166	0.0186718575	0.919263410729	1.0	6
DECIFER	4	500	4	200	17	0.994663556564	0.997995991984	0.00512189375	0.995650087958	0.996351182665	4
DECIFER	4	500	4	200	18	0.898887703718	0.963927855711	0.016032925	0.85559798479	1.0	6
DECIFER	4	500	4	200	19	0.941836078774	0.978781563126	0.0201655295455	0.915260748471	1.0	7
DECIFER	4	500	4	200	2	0.991929623377	0.996993987976	0.0116105675	0.987926982389	1.0	6
DECIFER	4	500	4	200	20	0.972396255811	0.989498997996	0.0045326375	0.977424304099	0.98148089923	4
DECIFER	4	500	4	200	3	0.864641463992	0.951519038076	0.0079275	0.839461652392	0.960860912508	5
DECIFER	4	500	4	200	4	1.0	1.0	0.00281659375	1.0	1.0	4
DECIFER	4	500	4	200	5	0.995063073952	0.998148296593	0.00481969375	0.996122043459	0.996473341669	4
DECIFER	4	500	4	200	6	1.0	1.0	0.0048176	1.0	1.0	4
DECIFER	4	500	4	200	7	0.997251574471	0.998973947896	0.00904939666667	0.995876687176	1.0	5
DECIFER	4	500	4	200	8	1.0	1.0	0.0061492	1.0	1.0	4
DECIFER	4	500	4	200	9	0.984492081342	0.994236472946	0.0101683	0.980621029891	0.99613494923	6
DECIFER	4	50	4	200	1	1.0	1.0	0.0169296	1.0	1.0	4
DECIFER	4	50	4	200	10	1.0	1.0	0.016836225	1.0	1.0	4
DECIFER	4	50	4	200	11	0.944121999237	0.979591836735	0.0100954375	0.962457337884	0.952702702703	4
DECIFER	4	50	4	200	12	1.0	1.0	0.0364272466667	1.0	1.0	5
DECIFER	4	50	4	200	13	0.812128090301	0.934693877551	0.0219946494444	0.74358974359	1.0	5
DECIFER	4	50	4	200	14	1.0	1.0	0.01329993125	1.0	1.0	4
DECIFER	4	50	4	200	15	1.0	1.0	0.012978475	1.0	1.0	4
DECIFER	4	50	4	200	16	1.0	1.0	0.0368834111111	1.0	1.0	5
DECIFER	4	50	4	200	17	1.0	1.0	0.01636270625	1.0	1.0	4
DECIFER	4	50	4	200	18	1.0	1.0	0.01602855625	1.0	1.0	4
DECIFER	4	50	4	200	19	1.0	1.0	0.015959325	1.0	1.0	4
DECIFER	4	50	4	200	2	1.0	1.0	0.00842816875	1.0	1.0	4
DECIFER	4	50	4	200	20	0.939668546381	0.977142857143	0.0102749875	0.964285714286	0.945859872611	4
DECIFER	4	50	4	200	3	0.864108663766	0.948571428571	0.01497854375	0.905844155844	0.891373801917	4
DECIFER	4	50	4	200	4	1.0	1.0	0.01171145625	1.0	1.0	4
DECIFER	4	50	4	200	5	0.873625353333	0.951020408163	0.01525195625	0.924050632911	0.890243902439	4
DECIFER	4	50	4	200	6	0.754989308624	0.910204081633	0.01721485	0.808724832215	0.819727891156	4
DECIFER	4	50	4	200	7	1.0	1.0	0.01832269	1.0	1.0	4
DECIFER	4	50	4	200	8	1.0	1.0	0.015510375	1.0	1.0	4
DECIFER	4	50	4	200	9	1.0	1.0	0.0180195625	1.0	1.0	4
DECIFER	4	100	5	200	1	1.0	1.0	0.008746675	1.0	1.0	5
DECIFER	4	100	5	200	10	0.939336988753	0.98	0.021666868125	0.944177093359	0.95988258317	7
DECIFER	4	100	5	200	11	0.923128887232	0.975757575758	0.01455335	0.937242798354	0.939175257732	5
DECIFER	4	100	5	200	12	1.0	1.0	0.0087991555	1.0	1.0	5
DECIFER	4	100	5	200	13	0.926877411967	0.977575757576	0.0297920978654	0.903490759754	0.98104793757	8
DECIFER	4	100	5	200	14	1.0	1.0	0.01142128	1.0	1.0	5
DECIFER	4	100	5	200	15	0.922082499257	0.975151515152	0.0158353305	0.936170212766	0.939024390244	5
DECIFER	4	100	5	200	16	1.0	1.0	0.0166799026591	1.0	1.0	6
DECIFER	4	100	5	200	17	0.937106918239	0.980606060606	0.016381195	0.90303030303	1.0	7
DECIFER	4	100	5	200	18	0.938182840899	0.980606060606	0.0156887	0.918756268806	0.983888292159	6
DECIFER	4	100	5	200	19	0.928380753955	0.978181818182	0.0118460191667	0.889908256881	1.0	7
DECIFER	4	100	5	200	2	0.951763991033	0.98404040404	0.009791805	0.955854126679	0.967930029155	5
DECIFER	4	100	5	200	20	0.923069132357	0.975757575758	0.0172031772727	0.941054808687	0.935251798561	6
DECIFER	4	100	5	200	3	1.0	1.0	0.007843715	1.0	1.0	5
DECIFER	4	100	5	200	4	0.961267928254	0.987474747475	0.007349885	0.97592778335	0.962413452028	5
DECIFER	4	100	5	200	5	1.0	1.0	0.0102089325	1.0	1.0	5
DECIFER	4	100	5	200	6	0.97638073101	0.992525252525	0.0246031613636	0.983556012333	0.978527607362	6
DECIFER	4	100	5	200	7	0.934393270289	0.97898989899	0.0299753431818	0.9504048583	0.944668008048	6
DECIFER	4	100	5	200	8	0.986350131535	0.995757575758	0.0125737840909	0.978193146417	1.0	6
DECIFER	4	100	5	200	9	0.930761260966	0.977171717172	0.00950667	0.95960591133	0.931166347992	5
DECIFER	4	500	5	200	1	0.94562368537	0.982981963928	0.00536443181818	0.929256450383	0.984692575899	6
DECIFER	4	500	5	200	10	0.967080289471	0.989563126253	0.0109300722727	0.956500936964	0.99128135201	6
DECIFER	4	500	5	200	11	0.970712898265	0.990669338677	0.0216426625	0.976693548387	0.976378587552	7
DECIFER	4	500	5	200	12	0.98501057526	0.995206412826	0.00575911	0.987847431115	0.98816449348	5
DECIFER	4	500	5	200	13	0.8682598078	0.959703406814	0.0325478301607	0.836518893899	0.957522608934	9
DECIFER	4	500	5	200	14	0.983851802028	0.994805611222	0.00754938	0.986671971355	0.987536335762	5
DECIFER	4	500	5	200	15	0.971453181754	0.990861723447	0.0146212506818	0.977321900793	0.977008731875	6
DECIFER	4	500	5	200	16	1.0	1.0	0.0166525574167	1.0	1.0	7
DECIFER	4	500	5	200	17	0.866413547195	0.960440881764	0.0727268689474	0.802101295264	1.0	14
DECIFER	4	500	5	200	18	0.965502940866	0.989114228457	0.0160480066667	0.954077339211	0.991174389076	10
DECIFER	4	500	5	200	19	0.995109551197	0.998428857715	0.006146573	0.995854591837	0.996331153294	5
DECIFER	4	500	5	200	2	0.944970658828	0.982452905812	0.005017865	0.955751499779	0.956097953923	5
DECIFER	4	500	5	200	20	0.974961728238	0.991967935872	0.0221738291667	0.967614689756	0.992675326778	7
DECIFER	4	500	5	200	3	0.995666977816	0.998621242485	0.0234964416667	0.993078192281	1.0	7
DECIFER	4	500	5	200	4	0.910760253332	0.972633266533	0.00954700833333	0.875290348418	0.986459649756	7
DECIFER	4	500	5	200	5	0.990589154654	0.997018036072	0.0150362165385	0.985006650276	1.0	8
DECIFER	4	500	5	200	6	0.910067214496	0.972681362725	0.0278984928571	0.870544544464	0.990765838195	9
DECIFER	4	500	5	200	7	0.975059098209	0.992064128257	0.0111761204545	0.980049271031	0.979970116706	6
DECIFER	4	500	5	200	8	0.992577571812	0.997643286573	0.0228038046154	0.988163774709	1.0	8
DECIFER	4	500	5	200	9	0.963117177426	0.988344689379	0.00864214090909	0.957684727083	0.983395977035	6
DECIFER	4	50	5	200	1	0.937221607725	0.980408163265	0.011348955	0.953389830508	0.945378151261	5
DECIFER	4	50	5	200	10	0.935187389696	0.977142857143	0.0261427406818	0.939929328622	0.960288808664	6
DECIFER	4	50	5	200	11	0.914639351259	0.97387755102	0.008804795	0.930735930736	0.930735930736	5
DECIFER	4	50	5	200	12	1.0	1.0	0.0126674045	1.0	1.0	5
DECIFER	4	50	5	200	13	0.838731574465	0.947755102041	0.033216995	0.896694214876	0.84765625	5
DECIFER	4	50	5	200	14	1.0	1.0	0.01481698	1.0	1.0	5
DECIFER	4	50	5	200	15	0.957739494168	0.98693877551	0.0191712095	0.96170212766	0.969957081545	5
DECIFER	4	50	5	200	16	0.947347835244	0.983673469388	0.01505810695	0.945378151261	0.969827586207	5
DECIFER	4	50	5	200	17	0.950850689569	0.984489795918	0.020445264	0.970588235294	0.950617283951	5
DECIFER	4	50	5	200	18	1.0	1.0	0.0148322772727	1.0	1.0	6
DECIFER	4	50	5	200	19	0.897969807392	0.967346938776	0.018419627	0.9375	0.9	5
DECIFER	4	50	5	200	2	0.953944908018	0.984489795918	0.02274248	0.944029850746	0.984435797665	5
DECIFER	4	50	5	200	20	1.0	1.0	0.00991797	1.0	1.0	5
DECIFER	4	50	5	200	3	0.970007901443	0.991020408163	0.0157387772727	0.952173913043	1.0	6
DECIFER	4	50	5	200	4	0.844477865562	0.94693877551	0.0237117583333	0.962962962963	0.806896551724	4
DECIFER	4	50	5	200	5	0.939366441181	0.980408163265	0.0158245539583	0.907692307692	1.0	7
DECIFER	4	50	5	200	6	0.901564866229	0.968163265306	0.01363671	0.934693877551	0.90873015873	5
DECIFER	4	50	5	200	7	0.701976685251	0.882448979592	0.01896455	1.0	0.634517766497	4
DECIFER	4	50	5	200	8	1.0	1.0	0.0169728935	1.0	1.0	5
DECIFER	4	50	5	200	9	0.759780370625	0.908571428571	0.0148773388889	1.0	0.692307692308	4
